,Unnamed: 0,airline_name,author,author_country,content,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating,Month,Year,recommended
8484,11701,cathay-pacific-airways,Lo Sing Hung,Hong Kong,Hong Kong to Narita B777-300ER. The seat is comfortable and one of the best in the world. Boarding was quick and economy seats were plush and comfy. Cabin crew were excellent as always. People who aren't happy with Economy Class service must have been spoilt by First Class too much.,Economy,10,5,5,5,5,5,11,2013,1
11252,16022,ethiopian-airlines,D Ito,Germany,FRA-ADD-JNB. Planes were 787 and 777 with new seats. USB power plug and personal TV were useful. All flights were on time. Cabin crews were helpful and friendly. Improving points were reservation center staffs and ground handling. I contacted reservation centers in Addis Ababa several times by e-mail with a quick answer. Addis Ababa airport is chaos. I really felt that ground staff tried to take care of passengers but absolutely too many passengers for the number of staff. Security control line at gates was so long. more than 30min waiting. After security control nothing at gates except WC.,Economy,7,4,3,4,4,4,1,2014,1
7475,10546,british-airways,Guy Senior,United Kingdom,A very pleasant but flawed flight to Dallas. On the plus side a very good lunch good drinks lots of privacy (difficult to see fellow passengers) a very comfortable seat and an excellent crew. However the IFE had limited choice and the second 'meal' served 8 hours after take off was a few sandwiches. Not difficult to put this right and turn good into great.,First Class,8,5,5,3,2,4,12,2014,1
11314,16091,etihad-airways,C Slater,Australia,SYD-AUH-GRU R/T. Overall a disappointing experience with Etihad. We flew with our infant and had seen before buying the tickets that they provide an Inflight nanny service (Flying Nanny) on all flights so if you need help with your children they will be there to assist (major selling point). How wrong we were! There was no meet and greet onboard with the nanny and very little assistance (if any) was on hand while in flight. More assistance was given by fellow passengers when the wife was travelling alone with him on the first two sectors. AUH-SYD leg there were 6 infants in the small front economy class section of the 777 and not once did I see the nanny there. I did see her in the rear galley when I wanted the bottle cleaned but she was more interested turning her back and scoffing down her meal while a flight attendant helped. At Abu Dhabi there was no special boarding for infants or children. Meals seat and inflight entertainment were average at best. I couldn't find anything outstanding with this airline except it was the cheapest price we could find on this route. We have vowed not to fly with Etihad again.,Economy,5,2,2,2,3,4,1,2015,0
1203,1832,air-berlin,G Ames,Bahrain,Flew code share (I thought I was flying Etihad) from Abu Dhabi to Phuket. All in all quite poor flying in business class poor food and seat no lie flat very uncomfortable bad choice of movies. On the return leg they did not have enough food so I did not eat a main dish cabin crew apologised but did not offer any options. On the whole I found the crew to be quite rude and unhelpful. I will not use Air Berlin again and would not recommend them.,Business Class,3,2,2,2,2,2,1,2013,0
24681,37898,turkish-airlines,Lange Michael,Germany,IST-IKA 28th Dec 2013. I arrived from MUC going to IKA. Finally one hour delayed we entered the plane. Crew were very unfriendly without taking any notice of us. Shortly after take-off we got Turkish delights. Then it took a very long time before we got our meal. According to the menu you had the choice of two meals but when they reached my row no choice and a very cold meal. On the A321 you had theoretically inflight entertainment. The menu of the display was in Turkish English German French Arabic but only the menu. The movies etc. were only in Turkish. Summary: Delayed bad service cold meals unfriendly staff chaotic situation at the airport in Istanbul.,Economy,2,2,1,1,1,2,1,2014,0
15052,22515,kenya-airways,Pat Cotterill,Australia,"Flight from Nairobi to Kigali cancelled with no notice and no reason. Rebooked on later flight via Bujumbura. Stayed on the ground at Bujumburra for 2 hours. No luggage on arrival and no one cared. Phone call on a Saturday resulted in ""call back Monday we don't have staff to chase luggage on the weekend. In air service was good on all our Kenya Airways flights but poor schedule management and incredibly bad luggage management means I will not fly again if I can help it. Such a pity it could be a great airline.",Economy,2,3,1,3,0,0,7,2012,0
19663,29139,qantas-airways,P Williss,Australia,DRW-ADL. Upgraded to Business Class great flight all round. Older cabin but still great seats nice lunch offerings and plenty of top notch wine. Service was very good and purser devoted his entire time to passengers making sure they had everything they wanted. Nice touch with Maggie Beer ice-cream after lunch. Very pleasant flight and thanks to Darwin Qantas Club for the flight upgrade.,Business Class,10,5,5,5,5,5,11,2013,1
21634,33397,srilankan-airlines,D Batin,Portugal,PEK-BKK. A330 with good seats. Buffet meal you can see the food before you choose and try.,Business Class,7,3,4,5,3,5,12,2011,1
19821,29354,qatar-airways,H Yu,Japan,JNB-DOH-ALG Sept. This is my second time with Qatar. The hand-lotion had disappeared 30 minutes after departure and was not been replaced. The airport is so crowed (might not be the fault of the airline) maybe not for business flyers (hopefully it can join One-World quicker so that when I use the airport next time I can use their lounge). The super cheap ticket is good that it is accessible for many people but the coin definitely has another side!,Economy,5,3,3,3,4,5,10,2013,0
4553,6201,air-transat,Marion Janis-Green,Canada,Flew Toronto-Gatwick Sep 10-Oct 17 - Options Plus. Very good flight both ways food ok seat ok. Very helpful with luggage and check-in.,Economy,10,4,4,4,0,5,1,2013,1
8129,11336,british-airways,S Tsoy,Russian Federation,LHR-ARN. All the procedures at Heathrow terminal 5 were a breeze. There was some kind of baggage delivery failure at check-in but the staff managed it very well smiling and being professional. The flight went on an old dirty and worn out A319 though seats were comfortable. The service was of typical intra European flight: light cold snacks and drinks flight attendants were professional. Overall I would use BA in the future but I would prefer flying a newer plane next time.,Economy,6,4,3,3,3,3,6,2014,1
